title,tag,artist,year,image,views,lyrics,id
Heaven,pop,​iann dior,2022,https://images.genius.com/2addcd10b8759d749cbeab9151efae75.640x640x1.jpg,817,"[Verse 1]\nCan anybody fix me?\nI've been broken apart, have a heart that's been broken\nFix me?\nWhen I ask for your help, you just think of yourself\nParalyzed, dead inside, can anybody fix me?\nI've been broken apart, have a heart that's been broken\n\n[Chorus]\nIs it too late\nTo find heaven, heaven, heaven?\nIs it my fate\nTo find heaven, heaven, heaven?\nTell me all the lies, show me your disguise\nCall me by surprise, all the timе that I wasted\nIs it too late\nTo find heavеn, heaven, heaven?\n[Verse 2]\nYou can break the glass, you can key my car\nYeah, you gave me all of my favorite scars\nBut the sinkin' ships in a paradise\nYeah 'cause loving you feels like I'm drowning\nGPS, GPS my way home\nIn a place, in a place I don't know\nHad enough, had enough, now I'm so alone\nYou're just dragging me backwards\n\n[Chorus]\nIs it too late\nTo find heaven, heaven, heaven?\nIs it my fate\nTo find heaven, heaven, heaven?\nTell me all the lies, show me your disguise\nCall me by surprise, all the time that I wasted\nIs it too late (Is it?)\nTo find heaven, heaven, heaven?\n\n[Outro]\nWhen you're on your own\nThere's no place that feels like home\nWhat are you supposed to do?\nMove on, move on, move on\n'Cause you'll never be around when the rain falls\nWhen you're on your own\nThere's no place that feels like home",7905479
Teenage Love,rap,KID Tye,2022,No image found,56,"{Chorus}\n\nClub lights are flashing\nI'm higher than you\nYeah I'm swerving off of this oxy while you're passenger in my coupe\nShe off of the molly I know that she want it\nShe ditching her friends while she hanging with me\nWe mixing narcotics\nThere's perc in my water\nNo one in this party is higher than me\nLight it up, girl\nRoll it up\nHold me tight\nAll through the night\nSun is coming up\nWe're still taking drugs\nI'm drowning in this cup with you I'ma call it Teenage love\n\n{Verse}\n\nDrowning in your love\nDrowning in my cup\nI'm in love with the feeling so I'm mixing it all up\nAll my friends are wasted passed out on the couch\nI'm still stumbling round with a blunt in mouth\nBaby we ain't coming down at all\nBeen up for a week off of Adderall\nSpent last weeks wage on alcohol\nLost in the coke like AL 'Capone\nCocaine keys got me hella fucked\nSpent last weeks wage on hella drugs\nCome with me I'll split em' up\nCome spend the night getting hella fucked\n{Chorus}\n\nClub lights are flashing\nI'm higher than you\nYeah I'm swerving off of this oxy while you're passenger in my coupe\nShe off of the molly I know that she want it\nShe ditching her friends while she hanging with me\nWe mixing narcotics\nThere's perc in my water\nNo one in this party is higher than me\nLight it up, girl\nRoll it up\nHold me tight\nAll through the night\nSun is coming up\nWe're still taking drugs\nI'm drowning in this cup with you I'ma call it Teenage love",7905483
How Deep,pop,Eliza King,2022,https://images.genius.com/66402228061ba5747406ed1a9d13c59c.1000x1000x1.jpg,239,"VERSE 1\nI was dead in my sin and on my knees\nWho but Jesus would die to ransom me?\nThis friend of the harlot and the thief\nThis lover of the lowly and the weak\n\nCHORUS 1\nHow deep and how wide\nIs Christ's love for us\nMy ev’ry crime borne as His own\nHis wounds to heal and blood atone\n \nVERSE 2\nThe King, He was mocked and He was scorned\nAs they set into His head a crown of thorns\nBetrayed by the ones who did not know\nThat every stripe upon His skin would make them whole\nCHORUS 2\nHow deep and how wide\nIs Christ's love for us\nThe lamb was slain, but stronger than death\nHis crimson flow, our righteousness\n\n\nBRIDGE\nLove has a name, love has a face\nHis wild eyes like fire blaze\nLove hung for me torn on a tree\nHoles in his hands, heart on his sleeve\n\nLove has a name, love has a face\nHis wild eyes like fire blaze\nLove hung for me torn on a tree\nBy this love I am redeemed\n\nBRIDGE INSTRUMENTAL\nOh, oh\nBy this love I am redeemed\nOh, oh\n\nVERSE 3\nIf my faith should take me far from my home\nI know Jesus first paved the narrow road\nAnd if I'm lonely in pursuit of higher things\nFar more precious is the harvest it may bring\nFor I want a crown that I may lay before my King\nCHORUS 3\nHow deep and how wide\nIs Christ’s love for us\nMy joy in life, my treasure in death\nThat Christ is mine, and I am His",7905484
TESLA,rap,JUNIOR PANDEKA,2022,https://images.genius.com/61e54dfef34dcbc52a156647d2b8475d.1000x1000x1.jpg,78,"Junior, how you handle all the pressure?\nJunior, why they still trynna test ya?\nJunior let ‘em in and they messed up\nSo Junior iced ‘em out like Tesla\nYou can hit the handle but it still won’t fly\nYou can tell the homies that we’re coming outside\nYou can let your girl spend a day for the vibes\nI just need 3 shots, no Colt .45\n\nI’m only in competition with myself\n‘Cause I’m the only one that I can help\nMoney In The Bank, wrestled for the belt (Final round!)\nSo I need the millions for my mental health (FIGHT!)\nRеally hate to be the ignorant guy\nBut, tеll me who you know that cashed cheques from the pride?\nI don’t really care what you did before tonight\nBut if she gave it up to you; she could never be mine\nI know my slick talk’s kinda different\nNothing like you’re used to, ‘cause I’ve been on a mission\nIt’s for my real life, not my wish list\nNeed a bad girl, pink toes in my kitchen\nThey don’t really hear me so I needed you to listen\nMade it out the mud, so your diamonds gotta glisten\nYou’re the type that I could make a missus\nPut it on her back, then it’s back to my business\n\nIf the money calls; I’m running straight to the cheque\nEveryday I gotta choose the money over sex\nOnly thing that could catch me slipping is a jet\nThat’s why I win the game even when they pay the ref!\nNorth boy got it cracking with a shorty from the West\nSay it with your chest, and I’ll let you wear my vest\nDC Snipers. Take no threats!\nFloss that! Never let ‘em touch your flex!\n\nI need a model wife and I need a Model X\nMarried to the game, and I knew it when we met\nAll black heels with the bareback dress\nCame right off the bench and I threw it in the net\nCheck the flick of the wrist\nI've been going full attack, making sure I never miss\nWith 100 on my back, so let's do it like this\nR.I.P to Big Bro, R.I.P to Riky Rick!\n(R.I.P to Big Bro, R.I.P to Riky Rick!)\nJunior, how you handle all the pressure?\nJunior, why they still trynna test ya?\nJunior let ‘em in and they messed up\nSo Junior iced ‘em out like Tesla\nJunior let ‘em in and they messed up\nSo Junior iced ‘em out like Tesla",7905491
Sad Face Baby,rock,The Lathums,2022,https://images.genius.com/986f787bbc83eaac2c677d67e68149f6.1000x1000x1.jpg,1833,"[Verse 1]\nI'm lonely at the best of times\nI feel so cold, but it's warm outside\nThe ones you love, they might slip away\nNever again (Never), never again (Never)\n(Woah)\n\n[Chorus]\nJumped up, pumped up, messed up kids\nSpilling over drinks, knocking heads over heels\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up world\nJumped up, pumped up, messed up kids\nSpilling over drinks, knocking heads over heels\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up\n[Verse 2]\nShow me, show me the way\nI'm struggling, can you feel my pain?\nNever again (Never), never again (Never)\nWoah\n\n[Chorus]\nJumped up, pumped up, messed up kids\nSpilling over drinks, knocking heads over heels\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up world\nJumped up, pumped up, messed up kids\nSpilling over drinks, knocking heads over heels\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up world\nOh-oh-oh\nOh-oh\nWoah-oh\n\n[Interlude]\nWoah-oh-oh\nWoah-oh-oh\nWoah\n\n[Outro]\nThe sad face baby, no sad face girl\nShe's a sad face baby in a broken world\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up\nThe sad face baby, no sad face girl\nShe's a sad face baby in a broken world\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up world\nSad face baby, no sad face girl\nShe's a sad face baby in a broken world\nSad face baby, no sad face girl\nIn a mixed up, messed up, fucked up world\nWoah\nWoah\nWoah",7905492
Bad 4 My Health,rap,​iann dior,2022,https://images.genius.com/2addcd10b8759d749cbeab9151efae75.640x640x1.jpg,773,"[Chorus]\nYou say you love me then you leave me, I can't even keep track\nYou say it's over, then you're over and we're fucking like that\nYou tried to save me but you're better saving yourself\nYou say you hate me, loving you was bad for my health\n\n[Verse]\nGood thing feels so right\nDon't take long for the bad things to end this fast\nJust another fight, that we'll never solve and I feel the wreck\nSay what you want cause' I do not know and I fucking hate myself\nYou can run and hide, you can tell your lies but you know it nevеr helps\nWatched you breakdown but I'm still еnough to miss\nYou're upside down so fucking negative\n[Chorus]\nYou say you love me then you leave me, I can't even keep track\nYou say it's over, then you're over and we're fucking like that\nYou tried to save me but you're better saving yourself\nYou say you hate me, loving you was bad for my health\n\n[Verse 2]\nThey say these sticks and stones",7905494
Apartment Complex on the Eastside,pop,Dylan Fraser,2022,No image found,228,"[Verse 1]\nSomeday I will lay beneath\nSome new apartment complex on the Eastside\nWhat a waste of my time\nLiving just to end up under concrete, clay, some bone, decay\nSo what the fuck am I waiting for anyway?\n\n[Pre-Chorus]\nI don't know which book you're reading from\nI guess I never got that one\n[Chorus]\nGonna see if it's good to get lost in the woods\nGonna hope they don't make a human out of me\nAnd I'll know if it's hurt when I fall to the dirt\nBut by that point, it won't matter anyway\n\n[Verse 2]\nAll the time I spend talking God and institution\nAt those family reunions\nWhat a waste of my time\nIt's so funny that we're fighting\nWhen we all know that we're lying\nAbout things that we can never understand (Never understand)\n\n[Pre-Chorus]\nI don't know what you're looking for\nI'm throwing meaning at the wall\n\n[Chorus]\nGonna see if it's good to get lost in the woods\nGonna hope they don't make a human out of me\nAnd I'll know if it's hurt when I fall to the dirt\nBut by that point, it won't matter anyway\n\n[Post-Chorus]\nAh, ah-ah-ah\nAh-ah-ah\nAh-ah-ah\nAh, ah-ah-ah\nAh-ah-ah\nAh-ah-ah\n[Bridge]\nWe all fear the end, but it's all we ever live for\nAnd it seems to have me laughing either way\nAnd I'm waiting on these things that are never gonna happen\nGod, I hate when they start clapping on the plane\n\n[Chorus]\nGonna see if it's good to get lost in the woods\nGonna hope they don't make a human out of me\nAnd I'll know if it's hurt when I fall to the dirt\nBut by that point, it won't matter anyway\n\n[Outro]\nAh, ah-ah-ah\nAh-ah-ah\nAh-ah-ah\nAh, ah-ah-ah\nAh-ah-ah\nAh-ah-ah",7905501
Nothing to Me,pop,AVEC,2022,https://images.genius.com/fd026cb7835ede6bc985ce54946ec203.1000x1000x1.png,228,"[Verse 1]\nYou, you follow me around like a sickness\nAnd I can't seem to get rid of you just yet\nYou linger in the corners in our darkness\nThat for once in my life I did not create alone\nSomewhere along the lines of what should have happened\nIt happened any other way\n\n[Chorus]\nGo on, try to break me\nTry to cut down deep\nI feel nothing 'cause you're nothing to me\nGo on, try to shake me\nTry to cut down deep\nI feel nothing 'cause you're nothing to me\nYou mean nothing to me no more\n\n[Verse 2]\nJust a taste of forgiveness\nThat's never coming too easy\nOn the younger\nIt forever backs to stick around\nAnd I was always too scared to say something\nAlways too afraid to tell you it's not love\nThat leaves you blinded\n[Chorus]\nGo on, try to break me\nTry to cut down deep\nI feel nothing 'cause you're nothing to me\nYou're nothing to me\nGo on, try to shake me\nTry to cut down deep\nI feel nothing 'cause you're nothing to me\nYou mean nothing to me no more\n\n[Bridge]\nYou mean nothing to me no more\n\n[Chorus]\nGo on, try to break me\nTry to cut down deep\nI feel nothing 'cause you're nothing to me\nYou're nothing to me\nGo on, try to shake me\nTry to cut down deep\nI feel nothing 'cause you're nothing to me\nYou mean nothing to me no more\n\n[Outro]\nGo ahead and try to break me\nTry to break me down\nGo ahead and try to break me\nTry to break me down",7905505
Turn Out the Light,rap,Clever,2022,https://images.genius.com/53a28cd6799437c2e52101da5ae5ec38.1000x1000x1.png,1147,"[Intro]\n(War's too nasty)\n\n[Verse 1]\nTurn out the light I'm a slave in the dark\nOh, the darkness lives in me\nThe hurt inside takes a place of my heart\nAnd brings me to my knees\n\n[Pre-Chorus]\nWait to die ain't got the patience\nDream of dying on occasions\nWhy must I feel so forsaken?\n[Chorus]\nWill you turn out the fuckin' light on the way out?\nLeave me to myself, I'm fallin' apart\nWill you turn out the fuckin' light on the way out?\nLeave me to myself, I'm fallin' apart\nWill you turn out the fuckin' light?\n\n[Instrumental Post-Chorus]\n\n[Verse 2]\nHead in my hands, I debate on my fate\nWatch the words you speak\nJust play the role, stand up straight, take your place\nUnderneath my feet\n\n[Pre-Chorus]\nWait to die ain't got the patience\nDream of dying on occasions\nWhy must I feel so forsaken?\n\n[Chorus]\nWill you turn out the fuckin' light on the way out?\nLeave me to myself, I'm fallin' apart\nWill you turn out the fuckin' light on the way out?\nLeave me to myself, I'm fallin' apart\nWill you turn out the fuckin' light?",7905517
WHY?,rap,HEN$HAW,2022,https://images.genius.com/91fcc43fa22327f6665fa296e254c847.1000x1000x1.jpg,121,"[Intro]\nYeah, yeah, yeah\n(Ch-ch-ch-Chase)\nYeah, yeah\n\n[Verse 1]\nI don't wanna hear that, no\nBitch, I'm back to patrol\nMe and my gang done loads\nFuck a slice, man, I need me a loaf\nFuck a bike, man, I need me a boat\nHenny too mean, fuck you mean, I'm the goat\nWoah, you could never lean on me, bro\nBitch, you need me to grow\nLeave me alone\nNo more time for the toxic\nMan, I'm so high, I arrived in the cockpit\nToo many drugs that I copped this\nHad an effect so my watch as the clock tick\nToo much swag when I bop, jaws drop\nDid you clock this? I live for the moshpit\nYou know that you're hot when you move like a boss and еverybody flock when you drop hits (Yeah)\nWatch this, I got thе keys to my block\nI make it bleed from the drop\nMe so clean when I scheme and I plot\nFeel like a demon a lot\nWatch how I move obscene when I bop\nStop, drop and roll\nMan, I took too many beans on the trot\n[Chorus]\nLike why? I feel alive when I'm dead inside\nCome in, lil' bitch\nI'm tryna stay alive\nHumble pie, tell a pussy take a slice\nYeah, yeah\nLike why? I feel alive when I'm dead inside (Bitch)\nCome and take a ride\nBitch, I'm tryna stay alive (Bow, bow, bow)\nPsych, humble pie, tell a pussy take a slice\nLook me in my eyes\nPick a chance, pick up and ride\n\n[Verse 2]\nI ain't felt me for a minute now\nGotta show teeth, they want me happy, gotta give a smile\nI ain't really had shit figured out\nGrew up 'round crack in the flats, Dad kick 'em out\nTwo or three nitties on the block smoking rocks\nI was tryna go to school\nPlease hear me out\nPissy arse lifts, every day it's a myth\nI admit, it's miracle I made it out\nThen my mum got a nice flat\nTold her one day I'm gonna buy that (Yeah)\nBut when I was a youngin'\nThere's a lot of shit that they hide, fam (Yeah)\nBut then I done grew up\nAnd I got my shine back\nRight back, yeah\nMumzy, you always had my back and if I see that pussy ol' yute, I might just sky that, bine that, fry that\nFuck peace, touch one of mines, I'll bite back, slice that\nThought I forgot but know where you hide at\nPussy ol', if I wasn't young, would've died, fam\nLucky that I found my shine fam\nFuck you mean?\nIt could come for free\nThat's blood on me, aw yeah\nBut for my own blood\nI'ma leave you be\nMummy told me chase my dreams, you know\n[Outro]\nLike why? I feel alive when I'm dead inside\nCome and take a ride\nBitch I'm tryna stay alive, yeah\nHumble pie, tell a pussy take a slice\nLook me in my eyes\nPick a chance, pick up and ride",7905523
